Date	Confirmed	Deaths	Recovered
03-23-2020	9	0	0
03-23-2020	5	0	0
03-23-2020	53	0	0
03-23-2020	4	0	0
03-23-2020	389	0	0
03-23-2020	0	0	0
03-23-2020	2	0	0
03-23-2020	1	0	0
03-23-2020	31	0	0
03-23-2020	0	0	0
03-23-2020	20	0	0
03-23-2020	0	0	0
03-23-2020	592	1	0
03-23-2020	35	0	0
03-23-2020	32	0	0
03-23-2020	1	0	0
03-23-2020	0	0	0
03-23-2020	0	0	0
03-23-2020	0	0	0
03-23-2020	4	0	0
03-23-2020	1458	13	0
03-23-2020	12	0	0
03-23-2020	1	0	0
03-23-2020	15	0	0
03-23-2020	18	0	0
03-23-2020	107	36	0
03-23-2020	1	0	0
03-23-2020	1	0	0
03-23-2020	3	0	0
03-23-2020	2894	0	0
03-23-2020	2	1	0
03-23-2020	0	0	0
03-24-2020	146	0	0
03-24-2020	2	0	0
03-24-2020	0	0	0
03-24-2020	9	1	0
03-24-2020	0	0	0
03-24-2020	2	0	0
03-24-2020	2	0	0
03-24-2020	3	0	0
03-24-2020	3	0	0
03-24-2020	6	0	0
03-24-2020	18	0	0
03-24-2020	2	0	0
03-24-2020	3	0	0
03-24-2020	124	1	0
03-24-2020	114	0	0
03-24-2020	3	0	0
03-24-2020	0	0	0
03-24-2020	1	0	0
03-24-2020	1	0	0
03-24-2020	4	0	0
03-24-2020	2	0	0
03-24-2020	4	0	0
03-24-2020	2	0	0
03-24-2020	0	0	0
03-24-2020	0	0	0
03-24-2020	3	0	0
03-24-2020	4	1	0
03-24-2020	106	3	0
03-24-2020	3	0	0
03-24-2020	2869	9	0
03-24-2020	14904	131	0
03-24-2020	10	0	0
03-24-2020	10	0	0
03-24-2020	60	1	0
03-24-2020	6	0	0
03-24-2020	498	0	0
03-24-2020	0	0	0
03-24-2020	2	0	0
03-24-2020	1	0	0
03-24-2020	82	0	0
03-24-2020	0	0	0
03-24-2020	33	0	0
03-24-2020	0	0	0
03-24-2020	671	5	0
03-24-2020	53	0	0
03-24-2020	44	0	0
03-24-2020	1	0	0
03-24-2020	0	0	0
03-24-2020	0	0	0
03-24-2020	1	0	0
03-24-2020	8	0	0
03-24-2020	1880	17	0
03-24-2020	23	0	0
03-24-2020	1	0	0
03-24-2020	16	0	0
03-24-2020	35	0	0
03-24-2020	0	39	0
03-24-2020	2	0	0
03-24-2020	3	0	0
03-24-2020	6	0	0
03-24-2020	3891	1	0
03-24-2020	4	1	0
03-24-2020	0	0	0
03-25-2020	152	0	0
03-25-2020	2	0	0
03-25-2020	0	0	0
03-25-2020	11	2	0
03-25-2020	0	0	0
03-25-2020	2	0	0
03-25-2020	2	0	0
03-25-2020	3	0	0
03-25-2020	3	0	0
03-25-2020	10	0	0
03-25-2020	19	0	0
03-25-2020	3	0	0
03-25-2020	5	0	0
03-25-2020	153	1	0
03-25-2020	122	1	0
03-25-2020	4	0	0
03-25-2020	1	0	0
03-25-2020	1	0	0
03-25-2020	2	0	0
03-25-2020	4	0	0
03-25-2020	2	0	0
03-25-2020	5	0	0
03-25-2020	2	0	0
03-25-2020	0	0	0
03-25-2020	0	0	0
03-25-2020	3	0	0
03-25-2020	7	1	0
03-25-2020	118	3	0
03-25-2020	4	0	0
03-25-2020	3285	17	0
03-25-2020	17856	199	0
03-25-2020	12	0	0
03-25-2020	10	0	0
03-25-2020	81	1	0
03-25-2020	9	0	0
03-25-2020	638	1	0
03-25-2020	0	0	0
03-25-2020	2	0	0
03-25-2020	2	0	0
03-25-2020	84	0	0
03-25-2020	0	0	0
03-25-2020	33	0	0
03-25-2020	0	0	0
03-25-2020	968	5	0
03-25-2020	64	0	0
03-25-2020	55	1	0
03-25-2020	2	0	0
03-25-2020	0	0	0
03-25-2020	0	0	0
03-25-2020	1	0	0
03-25-2020	8	0	0
03-25-2020	2260	20	0
03-25-2020	39	0	0
03-25-2020	1	0	0
03-25-2020	18	0	0
03-25-2020	65	0	0
03-25-2020	0	31	0
03-25-2020	2	0	0
03-25-2020	4	0	0
03-25-2020	7	0	0
03-25-2020	4691	1	0
03-25-2020	4	1	0
03-25-2020	0	0	0
03-26-2020	171	0	0
03-26-2020	2	0	0
03-26-2020	0	0	0
03-26-2020	16	2	0
03-26-2020	0	0	0
03-26-2020	2	0	0
03-26-2020	2	0	0
03-26-2020	7	0	0
03-26-2020	3	0	0
03-26-2020	11	0	0
03-26-2020	24	0	0
03-26-2020	3	0	0
03-26-2020	7	0	0
03-26-2020	190	1	0
03-26-2020	206	2	0
03-26-2020	5	0	0
03-26-2020	1	0	0
03-26-2020	1	0	0
03-26-2020	4	0	0
03-26-2020	5	0	0
03-26-2020	2	0	0
03-26-2020	7	0	0
03-26-2020	4	0	0
03-26-2020	0	0	0
03-26-2020	0	0	0
03-26-2020	3	0	0
03-26-2020	9	1	0
03-26-2020	148	4	0
03-26-2020	5	0	0
03-26-2020	3914	17	0
03-26-2020	21873	281	0
03-26-2020	14	0	0
03-26-2020	13	0	0
03-26-2020	111	1	0
03-26-2020	11	0	0
03-26-2020	751	1	0
03-26-2020	2	0	0
03-26-2020	4	0	0
03-26-2020	3	0	0
03-26-2020	94	0	0
03-26-2020	0	0	0
03-26-2020	44	0	0
03-26-2020	0	0	0
03-26-2020	1197	5	0
03-26-2020	73	0	0
03-26-2020	62	1	0
03-26-2020	2	0	0
03-26-2020	0	0	0
03-26-2020	0	0	0
03-26-2020	4	0	0
03-26-2020	11	0	0
03-26-2020	2735	22	0
03-26-2020	53	0	0
03-26-2020	2	0	0
03-26-2020	23	0	0
03-26-2020	78	0	0
03-26-2020	0	45	0
03-26-2020	2	0	0
03-26-2020	4	0	0
03-26-2020	8	0	0
03-26-2020	5944	1	0
03-26-2020	7	1	0
03-26-2020	0	0	0
03-27-2020	187	0	0
03-27-2020	2	0	0
03-27-2020	0	0	0
03-27-2020	18	2	0
03-27-2020	0	0	0
03-27-2020	2	0	0
03-27-2020	2	0	0
03-27-2020	11	0	0
03-27-2020	4	0	0
03-27-2020	11	0	0
03-27-2020	27	0	0
03-27-2020	4	0	0
03-27-2020	8	0	0
03-27-2020	225	1	0
03-27-2020	245	5	0
03-27-2020	5	0	0
03-27-2020	2	0	0
03-27-2020	1	0	0
03-27-2020	6	0	0
03-27-2020	6	0	0
03-27-2020	2	0	0
03-27-2020	9	0	0
03-27-2020	4	0	0
03-27-2020	0	0	0
03-27-2020	0	0	0
03-27-2020	3	0	0
03-27-2020	17	1	0
03-27-2020	166	4	0
03-27-2020	5	0	0
03-27-2020	4657	19	0
03-27-2020	25573	366	0
03-27-2020	23	0	0
03-27-2020	13	0	0
03-27-2020	123	1	0
03-27-2020	14	0	0
03-27-2020	910	1	0
03-27-2020	3	0	0
03-27-2020	4	0	0
03-27-2020	5	0	0
03-27-2020	111	0	0
03-27-2020	0	0	0
03-27-2020	44	0	0
03-27-2020	0	0	0
03-27-2020	1457	7	0
03-27-2020	82	0	0
03-27-2020	66	1	0
03-27-2020	3	0	0
03-27-2020	0	0	0
03-27-2020	0	0	0
03-27-2020	4	0	0
03-27-2020	12	0	0
03-27-2020	3385	30	0
03-27-2020	64	0	0
03-27-2020	2	0	0
03-27-2020	32	0	0
03-27-2020	98	0	0
03-27-2020	0	87	0
03-27-2020	8	0	0
03-27-2020	6	0	0
03-27-2020	11	0	0
03-27-2020	7187	1	0
03-27-2020	7	1	0
03-27-2020	0	0	0
03-28-2020	195	0	0
03-28-2020	2	0	0
03-28-2020	0	0	0
03-28-2020	23	3	0
03-28-2020	1	0	0
03-28-2020	2	0	0
03-28-2020	5	0	0
03-28-2020	12	0	0
03-28-2020	8	0	0
03-28-2020	12	0	0
03-28-2020	30	1	0
03-28-2020	7	0	0
03-28-2020	8	0	0
03-28-2020	262	2	0
03-28-2020	318	6	0
03-28-2020	5	0	0
03-28-2020	5	0	0
03-28-2020	1	0	0
03-28-2020	7	0	0
03-28-2020	7	0	0
03-28-2020	2	0	0
03-28-2020	9	1	0
03-28-2020	6	0	0
03-28-2020	0	0	0
03-28-2020	0	0	0
03-28-2020	10	0	0
03-28-2020	28	1	0
03-28-2020	202	5	0
03-28-2020	6	0	0
03-28-2020	5537	27	0
03-28-2020	29776	517	0
03-28-2020	33	0	0
03-28-2020	23	0	0
03-28-2020	146	1	0
03-28-2020	16	0	0
03-28-2020	1101	4	0
03-28-2020	3	0	0
03-28-2020	9	0	0
03-28-2020	7	1	0
03-28-2020	131	0	0
03-28-2020	0	0	0
03-28-2020	51	0	0
03-28-2020	0	0	0
03-28-2020	1896	8	0
03-28-2020	96	0	0
03-28-2020	72	1	0
03-28-2020	5	0	0
03-28-2020	1	0	0
03-28-2020	0	0	0
03-28-2020	8	0	0
03-28-2020	13	0	0
03-28-2020	4138	30	0
03-28-2020	72	0	0
03-28-2020	6	0	0
03-28-2020	48	0	0
03-28-2020	133	0	0
03-28-2020	0	109	0
03-28-2020	13	0	0
03-28-2020	9	0	0
03-28-2020	12	0	0
03-28-2020	7875	10	0
03-28-2020	7	1	0
03-28-2020	0	0	0
03-29-2020	205	1	0
03-29-2020	6	0	0
03-29-2020	0	0	0
03-29-2020	29	3	0
03-29-2020	4	0	0
03-29-2020	2	0	0
03-29-2020	7	0	0
03-29-2020	15	0	0
03-29-2020	15	0	0
03-29-2020	13	0	0
03-29-2020	30	1	0
03-29-2020	8	0	0
03-29-2020	8	0	0
03-29-2020	320	2	0
03-29-2020	414	7	0
03-29-2020	5	0	0
03-29-2020	6	0	0
03-29-2020	1	0	0
03-29-2020	9	0	0
03-29-2020	7	0	0
03-29-2020	2	0	0
03-29-2020	10	2	0
03-29-2020	7	0	0
03-29-2020	0	0	0
03-29-2020	0	0	0
03-29-2020	10	0	0
03-29-2020	29	1	0
03-29-2020	219	5	0
03-29-2020	6	0	0
03-29-2020	6445	39	0
03-29-2020	33768	678	0
03-29-2020	38	0	0
03-29-2020	26	0	0
03-29-2020	194	1	0
03-29-2020	18	0	0
03-29-2020	1247	5	0
03-29-2020	3	0	0
03-29-2020	10	0	0
03-29-2020	10	1	0
03-29-2020	144	0	0
03-29-2020	0	0	0
03-29-2020	51	0	0
03-29-2020	0	0	0
03-29-2020	2209	8	0
03-29-2020	102	0	0
03-29-2020	76	1	0
03-29-2020	5	0	0
03-29-2020	1	0	0
03-29-2020	0	0	0
03-29-2020	12	0	0
03-29-2020	17	0	0
03-29-2020	5023	40	0
03-29-2020	88	0	0
03-29-2020	6	0	0
03-29-2020	56	0	0
03-29-2020	146	0	0
03-29-2020	0	159	0
03-29-2020	18	0	0
03-29-2020	9	0	0
03-29-2020	12	0	0
03-29-2020	8519	10	0
03-29-2020	8	1	0
03-29-2020	0	0	0
03-30-2020	217	1	0
03-30-2020	7	0	0
03-30-2020	0	0	0
03-30-2020	35	3	0
03-30-2020	6	0	0
03-30-2020	3	0	0
03-30-2020	7	0	0
03-30-2020	15	0	0
03-30-2020	17	0	0
03-30-2020	17	0	0
03-30-2020	36	1	0
03-30-2020	10	0	0
03-30-2020	11	0	0
03-30-2020	392	2	0
03-30-2020	443	7	0
03-30-2020	5	0	0
03-30-2020	6	0	0
03-30-2020	1	0	0
03-30-2020	9	0	0
03-30-2020	10	0	0
03-30-2020	2	0	0
03-30-2020	12	2	0
03-30-2020	11	0	0
03-30-2020	0	0	0
03-30-2020	0	0	0
03-30-2020	13	0	0
03-30-2020	42	1	0
03-30-2020	246	6	0
03-30-2020	6	0	0
03-30-2020	7344	39	0
03-30-2020	37453	790	0
03-30-2020	41	0	0
03-30-2020	34	0	0
03-30-2020	228	1	0
03-30-2020	20	0	0
03-30-2020	1435	5	0
03-30-2020	4	0	0
03-30-2020	15	0	0
03-30-2020	17	1	0
03-30-2020	167	0	0
03-30-2020	0	0	0
03-30-2020	52	0	0
03-30-2020	0	0	0
03-30-2020	2511	8	0
03-30-2020	108	1	0
03-30-2020	80	1	0
03-30-2020	6	0	0
03-30-2020	2	0	0
03-30-2020	0	0	0
03-30-2020	13	0	0
03-30-2020	19	0	0
03-30-2020	5791	40	0
03-30-2020	101	0	0
03-30-2020	7	0	0
03-30-2020	70	0	0
03-30-2020	190	0	0
03-30-2020	0	298	0
03-30-2020	18	0	0
03-30-2020	9	0	0
03-30-2020	15	0	0
03-30-2020	9326	10	0
03-30-2020	8	1	0
03-30-2020	0	0	0
03-31-2020	226	1	0
03-31-2020	9	1	0
03-31-2020	38	3	0
03-31-2020	6	0	0
03-31-2020	4	0	0
03-31-2020	7	0	0
03-31-2020	20	0	0
03-31-2020	19	0	0
03-31-2020	21	0	0
03-31-2020	36	1	0
03-31-2020	10	0	0
03-31-2020	16	0	0
03-31-2020	484	3	0
03-31-2020	499	8	0
03-31-2020	5	0	0
03-31-2020	6	0	0
03-31-2020	1	0	0
03-31-2020	11	1	0
03-31-2020	10	0	0
03-31-2020	2	0	0
03-31-2020	12	2	0
03-31-2020	11	0	0
03-31-2020	2	0	0
03-31-2020	15	0	0
03-31-2020	49	1	0
03-31-2020	257	8	0
03-31-2020	6	0	0
03-31-2020	8544	48	0
03-31-2020	43119	932	0
03-31-2020	41	0	0
03-31-2020	34	0	0
03-31-2020	249	1	0
03-31-2020	20	0	0
03-31-2020	1556	5	0
03-31-2020	5	0	0
03-31-2020	15	0	0
03-31-2020	17	1	0
03-31-2020	167	0	0
03-31-2020	54	0	0
03-31-2020	2863	8	0
03-31-2020	108	1	0
03-31-2020	85	1	0
03-31-2020	6	0	0
03-31-2020	2	0	0
03-31-2020	23	0	0
03-31-2020	19	0	0
03-31-2020	6713	44	0
03-31-2020	106	1	0
03-31-2020	8	0	0
03-31-2020	73	0	0
03-31-2020	207	0	0
03-31-2020	0	468	0
03-31-2020	18	0	0
03-31-2020	9	0	0
03-31-2020	15	0	0
03-31-2020	9967	10	0
03-31-2020	8	1	0
04-01-2020	240	1	0
04-01-2020	10	1	0
04-01-2020	42	3	0
04-01-2020	7	0	0
04-01-2020	4	0	0
04-01-2020	8	1	0
04-01-2020	22	0	0
04-01-2020	26	0	0
04-01-2020	25	0	0
04-01-2020	41	1	0
04-01-2020	10	0	0
04-01-2020	20	0	0
04-01-2020	547	4	0
04-01-2020	582	11	0
04-01-2020	6	0	0
04-01-2020	9	0	0
04-01-2020	2	0	0
04-01-2020	13	1	0
04-01-2020	18	0	0
04-01-2020	2	0	0
04-01-2020	12	2	0
04-01-2020	12	0	0
04-01-2020	2	0	0
04-01-2020	18	0	0
04-01-2020	62	2	0
04-01-2020	349	9	0
04-01-2020	7	0	0
04-01-2020	9554	76	0
04-01-2020	47439	1139	0
04-01-2020	46	0	0
04-01-2020	50	1	0
04-01-2020	277	1	0
04-01-2020	24	0	0
04-01-2020	1756	19	0
04-01-2020	6	0	0
04-01-2020	20	0	0
04-01-2020	19	1	0
04-01-2020	207	0	0
04-01-2020	55	0	0
04-01-2020	3321	18	0
04-01-2020	122	1	0
04-01-2020	93	1	0
04-01-2020	9	0	0
04-01-2020	2	0	0
04-01-2020	2	0	0
04-01-2020	34	0	0
04-01-2020	38	0	0
04-01-2020	7605	53	0
04-01-2020	121	1	0
04-01-2020	8	0	0
04-01-2020	76	0	0
04-01-2020	222	3	0
04-01-2020	0	565	0
04-01-2020	18	0	0
04-01-2020	11	0	0
04-01-2020	24	0	0
04-01-2020	10683	25	0
04-01-2020	10	1	0
04-02-2020	253	2	0
04-02-2020	12	1	0
04-02-2020	46	4	0
04-02-2020	8	0	0
04-02-2020	4	0	0
04-02-2020	8	1	0
04-02-2020	22	0	0
04-02-2020	28	0	0
04-02-2020	25	0	0
04-02-2020	45	1	0
04-02-2020	11	0	0
04-02-2020	22	0	0
04-02-2020	667	5	0
04-02-2020	617	12	0
04-02-2020	7	0	0
04-02-2020	9	0	0
04-02-2020	6	0	0
04-02-2020	16	1	0
04-02-2020	21	0	0
04-02-2020	2	0	0
04-02-2020	14	2	0
04-02-2020	15	0	0
04-02-2020	2	0	0
04-02-2020	18	1	0
04-02-2020	68	2	0
04-02-2020	420	9	0
04-02-2020	8	0	0
04-02-2020	10587	76	0
04-02-2020	51809	1397	0
04-02-2020	91	0	0
04-02-2020	61	1	0
04-02-2020	301	2	0
04-02-2020	26	0	0
04-02-2020	1993	19	0
04-02-2020	6	0	0
04-02-2020	23	0	0
04-02-2020	21	1	0
04-02-2020	216	0	0
04-02-2020	60	0	0
04-02-2020	3751	18	0
04-02-2020	132	1	0
04-02-2020	101	1	0
04-02-2020	9	0	0
04-02-2020	3	0	0
04-02-2020	4	0	0
04-02-2020	39	0	0
04-02-2020	43	0	0
04-02-2020	8746	69	0
04-02-2020	143	4	0
04-02-2020	8	0	0
04-02-2020	80	0	0
04-02-2020	240	3	0
04-02-2020	0	675	0
04-02-2020	18	0	0
04-02-2020	12	0	0
04-02-2020	27	0	0
04-02-2020	11567	64	0
04-02-2020	14	1	0
04-02-2020	1	0	0
04-03-2020	267	2	0
04-03-2020	14	1	0
04-03-2020	56	4	0
04-03-2020	9	0	0
04-03-2020	6	0	0
04-03-2020	9	1	0
04-03-2020	35	0	0
04-03-2020	32	0	0
04-03-2020	30	0	0
04-03-2020	51	2	0
04-03-2020	14	0	0
04-03-2020	24	1	0
04-03-2020	809	5	0
04-03-2020	734	19	0
04-03-2020	7	0	0
04-03-2020	10	0	0
04-03-2020	6	0	0
04-03-2020	17	1	0
04-03-2020	23	0	0
04-03-2020	2	0	0
04-03-2020	14	2	0
04-03-2020	18	0	0
04-03-2020	2	0	0
04-03-2020	18	1	0
04-03-2020	77	2	0
04-03-2020	464	10	0
04-03-2020	10	0	0
04-03-2020	12024	95	0
04-03-2020	57159	1584	0
04-03-2020	94	0	0
04-03-2020	71	1	0
04-03-2020	322	3	0
04-03-2020	28	0	0
04-03-2020	2397	30	0
04-03-2020	6	0	0
04-03-2020	28	0	0
04-03-2020	21	1	0
04-03-2020	252	7	0
04-03-2020	67	0	0
04-03-2020	4289	42	0
04-03-2020	141	1	0
04-03-2020	110	5	0
04-03-2020	11	0	0
04-03-2020	3	0	0
04-03-2020	6	0	0
04-03-2020	43	0	0
04-03-2020	46	0	0
04-03-2020	10154	84	0
04-03-2020	168	5	0
04-03-2020	8	0	0
04-03-2020	87	0	0
04-03-2020	263	3	0
04-03-2020	0	955	0
04-03-2020	19	0	0
04-03-2020	15	0	0
04-03-2020	30	0	0
04-03-2020	12351	67	0
04-03-2020	15	1	0
04-03-2020	1	0	0
04-04-2020	293	6	0
04-04-2020	16	1	0
04-04-2020	65	4	0
04-04-2020	9	0	0
04-04-2020	7	0	0
04-04-2020	10	1	0
04-04-2020	36	0	0
04-04-2020	39	0	0
04-04-2020	31	0	0
04-04-2020	57	2	0
04-04-2020	14	0	0
04-04-2020	26	1	0
04-04-2020	938	5	0
04-04-2020	808	22	0
04-04-2020	7	0	0
04-04-2020	10	0	0
04-04-2020	9	0	0
04-04-2020	20	1	0
04-04-2020	24	0	0
04-04-2020	2	0	0
04-04-2020	18	3	0
04-04-2020	20	0	0
04-04-2020	2	0	0
04-04-2020	18	1	0
04-04-2020	78	2	0
04-04-2020	512	14	0
04-04-2020	13	0	0
04-04-2020	13346	95	0
04-04-2020	63306	1905	0
04-04-2020	101	0	0
04-04-2020	80	1	0
04-04-2020	349	4	0
04-04-2020	31	0	0
04-04-2020	2741	40	0
04-04-2020	10	0	0
04-04-2020	28	0	0
04-04-2020	26	1	0
04-04-2020	283	7	0
04-04-2020	67	0	0
04-04-2020	4872	69	0
04-04-2020	141	1	0
04-04-2020	117	5	0
04-04-2020	11	0	0
04-04-2020	4	0	0
04-04-2020	6	0	0
04-04-2020	52	0	0
04-04-2020	60	0	0
04-04-2020	11370	124	0
04-04-2020	193	5	0
04-04-2020	8	0	0
04-04-2020	93	0	0
04-04-2020	290	4	0
04-04-2020	0	1173	0
04-04-2020	20	0	0
04-04-2020	16	0	0
04-04-2020	30	0	0
04-04-2020	13081	67	0
04-04-2020	18	1	0
04-04-2020	1	0	0
04-05-2020	305	8	0
04-05-2020	16	1	0
04-05-2020	71	5	0
04-05-2020	10	0	0
04-05-2020	8	0	0
04-05-2020	18	1	0
04-05-2020	38	0	0
04-05-2020	43	0	0
04-05-2020	33	0	0
04-05-2020	69	3	0
04-05-2020	14	0	0
04-05-2020	27	1	0
04-05-2020	1077	8	0
04-05-2020	1059	27	0
04-05-2020	9	0	0
04-05-2020	10	0	0
04-05-2020	9	0	0
04-05-2020	22	1	0
04-05-2020	24	0	0
04-05-2020	2	0	0
04-05-2020	22	3	0
04-05-2020	26	0	0
04-05-2020	3	0	0
04-05-2020	24	1	0
04-05-2020	89	2	0
04-05-2020	548	19	0
04-05-2020	15	1	0
04-05-2020	14398	162	0
04-05-2020	67551	2256	0
04-05-2020	116	0	0
04-05-2020	95	2	0
04-05-2020	364	5	0
04-05-2020	32	0	0
04-05-2020	3187	53	0
04-05-2020	11	0	0
04-05-2020	32	0	0
04-05-2020	29	1	0
04-05-2020	314	7	0
04-05-2020	74	1	0
04-05-2020	5326	69	0
04-05-2020	150	1	0
04-05-2020	128	7	0
04-05-2020	11	0	0
04-05-2020	4	0	0
04-05-2020	9	0	0
04-05-2020	61	0	0
04-05-2020	73	1	0
04-05-2020	13129	175	0
04-05-2020	193	5	0
04-05-2020	8	0	0
04-05-2020	95	0	0
04-05-2020	358	4	0
04-05-2020	0	1260	0
04-05-2020	25	0	0
04-05-2020	18	1	0
04-05-2020	32	0	0
04-05-2020	13723	67	0
04-05-2020	22	1	0
04-05-2020	1	0	0
04-06-2020	319	8	0
04-06-2020	17	1	0
04-06-2020	76	5	0
04-06-2020	12	0	0
04-06-2020	11	0	0
04-06-2020	18	2	0
04-06-2020	47	0	0
04-06-2020	46	0	0
04-06-2020	36	0	0
04-06-2020	70	3	0
04-06-2020	14	0	0
04-06-2020	29	1	0
04-06-2020	1189	9	0
04-06-2020	1148	30	0
04-06-2020	9	0	0
04-06-2020	10	0	0
04-06-2020	11	0	0
04-06-2020	23	1	0
04-06-2020	24	0	0
04-06-2020	2	0	0
04-06-2020	25	3	0
04-06-2020	33	0	0
04-06-2020	6	0	0
04-06-2020	24	1	0
04-06-2020	92	2	0
04-06-2020	574	26	0
04-06-2020	15	1	0
04-06-2020	15616	162	0
04-06-2020	72181	3485	0
04-06-2020	120	0	0
04-06-2020	100	2	0
04-06-2020	377	5	0
04-06-2020	32	0	0
04-06-2020	3533	76	0
04-06-2020	13	0	0
04-06-2020	34	0	0
04-06-2020	29	1	0
04-06-2020	345	7	0
04-06-2020	74	2	0
04-06-2020	5703	119	0
04-06-2020	153	4	0
04-06-2020	138	7	0
04-06-2020	11	0	0
04-06-2020	4	0	0
04-06-2020	9	0	0
04-06-2020	61	0	0
04-06-2020	75	4	0
04-06-2020	14185	199	0
04-06-2020	253	6	0
04-06-2020	8	0	0
04-06-2020	102	0	0
04-06-2020	382	4	0
04-06-2020	0	309	0
04-06-2020	26	0	0
04-06-2020	19	1	0
04-06-2020	34	0	0
04-06-2020	14294	211	0
04-06-2020	23	1	0
04-06-2020	1	0	0
04-07-2020	333	8	0
04-07-2020	17	1	0
04-07-2020	86	6	0
04-07-2020	13	0	0
04-07-2020	14	0	0
04-07-2020	18	2	0
04-07-2020	49	0	0
04-07-2020	51	0	0
04-07-2020	37	0	0
04-07-2020	72	4	0
04-07-2020	16	0	0
04-07-2020	36	1	0
04-07-2020	1249	9	0
04-07-2020	1234	39	0
04-07-2020	9	0	0
04-07-2020	10	0	0
04-07-2020	13	0	0
04-07-2020	33	1	0
04-07-2020	24	0	0
04-07-2020	2	0	0
04-07-2020	27	3	0
04-07-2020	39	0	0
04-07-2020	6	0	0
04-07-2020	24	2	0
04-07-2020	92	2	0
04-07-2020	596	31	0
04-07-2020	18	1	0
04-07-2020	16610	500	0
04-07-2020	76876	4009	0
04-07-2020	126	1	0
04-07-2020	118	2	0
04-07-2020	397	6	0
04-07-2020	33	0	0
04-07-2020	3829	93	0
04-07-2020	15	0	0
04-07-2020	34	2	0
04-07-2020	34	1	0
04-07-2020	402	7	0
04-07-2020	88	3	0
04-07-2020	5990	135	0
04-07-2020	155	4	0
04-07-2020	145	7	0
04-07-2020	12	0	0
04-07-2020	4	0	0
04-07-2020	10	0	0
04-07-2020	61	0	0
04-07-2020	75	5	0
04-07-2020	15561	263	0
04-07-2020	270	7	0
04-07-2020	8	0	0
04-07-2020	103	0	0
04-07-2020	398	5	0
04-07-2020	0	116	0
04-07-2020	31	0	0
04-07-2020	19	1	0
04-07-2020	35	0	0
04-07-2020	14294	211	0
04-07-2020	23	1	0
04-07-2020	1	0	0
04-08-2020	342	9	0
04-08-2020	21	1	0
04-08-2020	93	6	0
04-08-2020	15	0	0
04-08-2020	14	0	0
04-08-2020	18	2	0
04-08-2020	55	1	0
04-08-2020	53	0	0
04-08-2020	39	0	0
04-08-2020	76	4	0
04-08-2020	16	0	0
04-08-2020	37	1	0
04-08-2020	1395	10	0
04-08-2020	1335	45	0
04-08-2020	9	0	0
04-08-2020	10	0	0
04-08-2020	14	0	0
